pass,members,image_id,present,seeded,stratum,driver,exhaustive
Clock,clock,2384185,0,0,random,backpack,no
Clock,clock,2384924,0,0,boundary,truck,yes
Clock,clock,2385477,0,0,random,kite,no
Clock,clock,2385504,0,0,boundary,kite,yes
Clock,clock,2386347,0,0,random,bowl,yes
Clock,clock,2386624,0,0,random,dog,yes
Clock,clock,2386652,0,0,random,bird,yes
Clock,clock,2387068,0,0,boundary,kite,no
Clock,clock,2387690,0,0,random,bus,yes
Clock,clock,2388314,0,0,boundary,bench,yes
Clock,clock,2388486,0,0,random,bowl,yes
Clock,clock,2389518,0,0,random,boat,no
Clock,clock,2391377,0,0,boundary,kite,no
Clock,clock,2391765,0,0,boundary,chair,yes
Clock,clock,2392094,0,0,random,truck,yes
Clock,clock,2392128,0,0,boundary,stop sign,yes
Clock,clock,2392264,0,0,boundary,stop sign,no
Clock,clock,2392277,0,0,random,bowl,no
Clock,clock,2392337,0,0,boundary,sink,yes
Clock,clock,2392420,0,0,boundary,vase,yes
Clock,clock,2392480,0,0,random,bowl,no
Clock,clock,2392734,0,0,random,kite,yes
Clock,clock,2392807,1,0,random,bus,yes
Clock,clock,2393325,1,0,random,cup,yes
Clock,clock,2393671,0,0,boundary,dog,yes
Clock,clock,2393732,0,0,boundary,stop sign,no
Clock,clock,2393864,0,0,boundary,fire hydrant,yes
Clock,clock,2393952,0,0,boundary,sink,no
Clock,clock,2394130,0,0,boundary,kite,yes
Clock,clock,2394898,0,0,boundary,dog,no
Clock,clock,2395379,0,0,random,sink,no
Clock,clock,2395745,0,0,boundary,kite,no
Clock,clock,2396098,0,0,random,bench,yes
Clock,clock,2398287,0,0,boundary,bowl,yes
Clock,clock,2398807,0,0,boundary,stop sign,no
Clock,clock,2398852,0,0,random,knife,no
Clock,clock,2399091,0,0,boundary,sink,no
Clock,clock,2399434,0,0,random,bowl,no
Clock,clock,2399496,0,0,random,kite,no
Clock,clock,2399554,0,0,boundary,sink,no
Clock,clock,2400101,0,0,boundary,kite,no
Clock,clock,2400821,0,0,boundary,sink,yes
Clock,clock,2402404,0,0,random,umbrella,no
Clock,clock,2402410,0,0,boundary,stop sign,no
Clock,clock,2403285,0,0,random,kite,yes
Clock,clock,2404693,0,0,boundary,kite,no
Clock,clock,2406950,0,0,random,bowl,no
Clock,clock,2407502,0,0,boundary,spoon,yes
Clock,clock,2407548,0,0,boundary,bus,no
Clock,clock,2407927,0,0,boundary,bowl,no
Clock,clock,2408671,1,0,random,bowl,yes
Clock,clock,2409231,0,0,random,bowl,no
Clock,clock,2410026,0,0,random,kite,no
Clock,clock,2410237,0,0,random,fork,yes
Clock,clock,2410471,0,0,random,bird,no
Clock,clock,2410628,0,0,boundary,dog,no
Clock,clock,2411277,0,0,random,bowl,no
Clock,clock,2411445,0,0,random,bicycle,no
Clock,clock,2411912,0,0,boundary,stop sign,yes
Clock,clock,2413072,0,0,boundary,stop sign,no
Clock,clock,2413407,0,0,random,spoon,no
Clock,clock,2413495,0,0,boundary,stop sign,yes
Clock,clock,2415129,0,0,random,kite,yes
Clock,clock,2415598,0,0,boundary,sink,no
Clock,clock,2416176,0,0,random,bus,no
Clock,clock,2416246,0,0,boundary,stop sign,yes
Clock,clock,2416293,0,0,random,kite,yes
Clock,clock,2416508,0,0,random,bird,no
Clock,clock,2416700,0,0,boundary,cell phone,yes
Clock,clock,2417271,0,0,boundary,cell phone,yes
Clock,clock,2417678,0,0,boundary,kite,no
Clock,clock,2417852,0,0,boundary,boat,no
Fire Hydrant,fire hydrant,655,0,0,random,boat,no
Fire Hydrant,fire hydrant,1490,0,0,random,bench,no
Fire Hydrant,fire hydrant,1556,0,0,random,car,no
Fire Hydrant,fire hydrant,1986,0,0,boundary,cell phone,no
Fire Hydrant,fire hydrant,2360,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,3561,0,0,boundary,chair,no
Fire Hydrant,fire hydrant,3801,0,0,random,bench,no
Fire Hydrant,fire hydrant,4185,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,4214,0,0,random,fork,no
Fire Hydrant,fire hydrant,61589,0,0,random,kite,no
Fire Hydrant,fire hydrant,497980,0,0,random,bench,no
Fire Hydrant,fire hydrant,498270,0,0,boundary,boat,no
Fire Hydrant,fire hydrant,1159420,0,0,boundary,truck,yes
Fire Hydrant,fire hydrant,1159799,0,0,random,bowl,no
Fire Hydrant,fire hydrant,1592013,0,0,boundary,bench,yes
Fire Hydrant,fire hydrant,1592557,0,0,random,fork,no
Fire Hydrant,fire hydrant,1593184,0,0,random,dog,yes
Fire Hydrant,fire hydrant,2315792,0,0,boundary,bench,yes
Fire Hydrant,fire hydrant,2315796,0,0,random,car,no
Fire Hydrant,fire hydrant,2316043,0,0,random,car,yes
Fire Hydrant,fire hydrant,2316125,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2316533,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2318153,0,0,random,fork,yes
Fire Hydrant,fire hydrant,2320159,0,0,random,spoon,yes
Fire Hydrant,fire hydrant,2320550,0,0,random,bench,yes
Fire Hydrant,fire hydrant,2321487,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2322248,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2322535,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2322849,0,0,boundary,backpack,no
Fire Hydrant,fire hydrant,2323085,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2323658,0,0,boundary,dog,no
Fire Hydrant,fire hydrant,2323842,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2325332,0,0,boundary,truck,yes
Fire Hydrant,fire hydrant,2325379,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2325700,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2326762,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2327098,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2327398,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2327535,0,0,random,cup,no
Fire Hydrant,fire hydrant,2328476,0,0,random,bench,no
Fire Hydrant,fire hydrant,2329296,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2329538,0,0,random,bench,no
Fire Hydrant,fire hydrant,2330568,0,0,boundary,bus,yes
Fire Hydrant,fire hydrant,2331220,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2332648,0,0,random,sink,no
Fire Hydrant,fire hydrant,2333001,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2334397,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2334729,0,0,random,bus,no
Fire Hydrant,fire hydrant,2334823,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2334934,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2335019,0,0,random,bench,no
Fire Hydrant,fire hydrant,2336335,0,0,random,car,no
Fire Hydrant,fire hydrant,2336569,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2336745,0,0,boundary,bus,no
Fire Hydrant,fire hydrant,2338255,0,0,boundary,bench,yes
Fire Hydrant,fire hydrant,2338452,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2339643,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2340056,0,0,random,knife,yes
Fire Hydrant,fire hydrant,2340667,0,0,random,bicycle,no
Fire Hydrant,fire hydrant,2341076,0,0,random,bowl,yes
Fire Hydrant,fire hydrant,2341258,0,0,random,bench,no
Fire Hydrant,fire hydrant,2342757,0,0,random,car,no
Fire Hydrant,fire hydrant,2343133,0,0,random,bench,no
Fire Hydrant,fire hydrant,2343839,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2346019,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2346929,0,0,boundary,bus,no
Fire Hydrant,fire hydrant,2348108,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2350334,0,0,boundary,knife,yes
Fire Hydrant,fire hydrant,2350610,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2352095,0,0,random,bus,yes
Fire Hydrant,fire hydrant,2352709,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2352911,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2353402,0,0,random,bus,no
Fire Hydrant,fire hydrant,2353986,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2354790,0,0,boundary,bus,yes
Fire Hydrant,fire hydrant,2355650,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2355890,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2357470,0,0,random,dog,yes
Fire Hydrant,fire hydrant,2357898,0,0,random,bench,no
Fire Hydrant,fire hydrant,2358000,0,0,boundary,cell phone,yes
Fire Hydrant,fire hydrant,2358239,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2358316,0,0,boundary,sink,yes
Fire Hydrant,fire hydrant,2358419,0,0,random,bus,no
Fire Hydrant,fire hydrant,2359994,0,0,random,bus,no
Fire Hydrant,fire hydrant,2360117,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2360975,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2361029,0,0,boundary,cell phone,no
Fire Hydrant,fire hydrant,2361524,0,0,random,boat,yes
Fire Hydrant,fire hydrant,2362065,0,0,boundary,sink,yes
Fire Hydrant,fire hydrant,2362762,0,0,boundary,vase,yes
Fire Hydrant,fire hydrant,2363160,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2363995,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2364216,0,0,random,bus,yes
Fire Hydrant,fire hydrant,2364952,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2365421,0,0,boundary,cell phone,yes
Fire Hydrant,fire hydrant,2366442,0,0,random,bowl,yes
Fire Hydrant,fire hydrant,2367117,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2367901,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2368073,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2368814,0,0,random,bird,no
Fire Hydrant,fire hydrant,2368984,0,0,random,bus,no
Fire Hydrant,fire hydrant,2369018,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2370144,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2370271,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2370802,0,0,random,stop sign,yes
Fire Hydrant,fire hydrant,2372204,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2372245,0,0,random,stop sign,no
Fire Hydrant,fire hydrant,2372457,0,0,boundary,spoon,no
Fire Hydrant,fire hydrant,2373243,0,0,random,bird,no
Fire Hydrant,fire hydrant,2374137,0,0,random,dog,no
Fire Hydrant,fire hydrant,2374487,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2375949,0,0,random,cup,no
Fire Hydrant,fire hydrant,2376171,0,0,random,bicycle,no
Fire Hydrant,fire hydrant,2376806,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2379036,0,0,random,kite,no
Fire Hydrant,fire hydrant,2379050,0,0,boundary,dog,yes
Fire Hydrant,fire hydrant,2379075,0,0,boundary,dog,no
Fire Hydrant,fire hydrant,2379254,0,0,random,dog,yes
Fire Hydrant,fire hydrant,2379377,0,0,random,bird,no
Fire Hydrant,fire hydrant,2379431,0,0,random,bus,yes
Fire Hydrant,fire hydrant,2380089,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2380376,0,0,random,car,no
Fire Hydrant,fire hydrant,2380685,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2381000,0,0,random,cup,yes
Fire Hydrant,fire hydrant,2382264,0,0,random,dog,no
Fire Hydrant,fire hydrant,2382828,0,0,random,dog,yes
Fire Hydrant,fire hydrant,2383506,0,0,boundary,sink,yes
Fire Hydrant,fire hydrant,2383707,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2384185,0,0,random,backpack,no
Fire Hydrant,fire hydrant,2384924,0,0,boundary,truck,yes
Fire Hydrant,fire hydrant,2385477,0,0,random,kite,no
Fire Hydrant,fire hydrant,2385504,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2386347,0,0,random,bowl,yes
Fire Hydrant,fire hydrant,2386624,0,0,random,dog,yes
Fire Hydrant,fire hydrant,2386652,0,0,random,bird,yes
Fire Hydrant,fire hydrant,2387068,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2387690,0,0,random,bus,yes
Fire Hydrant,fire hydrant,2388314,0,0,boundary,bench,yes
Fire Hydrant,fire hydrant,2388486,0,0,random,bowl,yes
Fire Hydrant,fire hydrant,2389518,0,0,random,boat,no
Fire Hydrant,fire hydrant,2391377,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2391765,0,0,boundary,chair,yes
Fire Hydrant,fire hydrant,2392094,0,0,random,truck,yes
Fire Hydrant,fire hydrant,2392128,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2392264,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2392277,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2392337,0,0,boundary,sink,yes
Fire Hydrant,fire hydrant,2392420,0,0,boundary,vase,yes
Fire Hydrant,fire hydrant,2392480,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2392734,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2392807,0,0,random,bus,yes
Fire Hydrant,fire hydrant,2393325,0,0,random,cup,yes
Fire Hydrant,fire hydrant,2393671,0,0,boundary,dog,yes
Fire Hydrant,fire hydrant,2393732,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2393864,1,1,boundary,fire hydrant,yes
Fire Hydrant,fire hydrant,2393952,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2394130,0,0,boundary,kite,yes
Fire Hydrant,fire hydrant,2394898,0,0,boundary,dog,no
Fire Hydrant,fire hydrant,2395379,0,0,random,sink,no
Fire Hydrant,fire hydrant,2395745,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2396098,0,0,random,bench,yes
Fire Hydrant,fire hydrant,2398287,0,0,boundary,bowl,yes
Fire Hydrant,fire hydrant,2398807,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2398852,0,0,random,knife,no
Fire Hydrant,fire hydrant,2399091,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2399434,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2399496,0,0,random,kite,no
Fire Hydrant,fire hydrant,2399554,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2400101,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2400821,0,0,boundary,sink,yes
Fire Hydrant,fire hydrant,2402404,0,0,random,umbrella,no
Fire Hydrant,fire hydrant,2402410,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2403285,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2404693,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2406950,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2407502,0,0,boundary,spoon,yes
Fire Hydrant,fire hydrant,2407548,0,0,boundary,bus,no
Fire Hydrant,fire hydrant,2407927,0,0,boundary,bowl,no
Fire Hydrant,fire hydrant,2408671,0,0,random,bowl,yes
Fire Hydrant,fire hydrant,2409231,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2410026,0,0,random,kite,no
Fire Hydrant,fire hydrant,2410237,0,0,random,fork,yes
Fire Hydrant,fire hydrant,2410471,0,0,random,bird,no
Fire Hydrant,fire hydrant,2410628,0,0,boundary,dog,no
Fire Hydrant,fire hydrant,2411277,0,0,random,bowl,no
Fire Hydrant,fire hydrant,2411445,0,0,random,bicycle,no
Fire Hydrant,fire hydrant,2411912,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2413072,0,0,boundary,stop sign,no
Fire Hydrant,fire hydrant,2413407,0,0,random,spoon,no
Fire Hydrant,fire hydrant,2413495,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2415129,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2415598,0,0,boundary,sink,no
Fire Hydrant,fire hydrant,2416176,0,0,random,bus,no
Fire Hydrant,fire hydrant,2416246,0,0,boundary,stop sign,yes
Fire Hydrant,fire hydrant,2416293,0,0,random,kite,yes
Fire Hydrant,fire hydrant,2416508,0,0,random,bird,no
Fire Hydrant,fire hydrant,2416700,0,0,boundary,cell phone,yes
Fire Hydrant,fire hydrant,2417271,0,0,boundary,cell phone,yes
Fire Hydrant,fire hydrant,2417678,0,0,boundary,kite,no
Fire Hydrant,fire hydrant,2417852,0,0,boundary,boat,no
Outdoor Objects,bird|kite|boat|dog,655,0,0,random,boat,no
Outdoor Objects,bird|kite|boat|dog,1490,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,1556,0,0,random,car,no
Outdoor Objects,bird|kite|boat|dog,1986,0,0,boundary,cell phone,no
Outdoor Objects,bird|kite|boat|dog,2360,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,3561,0,0,boundary,chair,no
Outdoor Objects,bird|kite|boat|dog,3801,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,4185,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,4214,0,0,random,fork,no
Outdoor Objects,bird|kite|boat|dog,61589,0,0,random,kite,no
Outdoor Objects,bird|kite|boat|dog,497980,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,498270,1,0,boundary,boat,no
Outdoor Objects,bird|kite|boat|dog,1159420,0,0,boundary,truck,yes
Outdoor Objects,bird|kite|boat|dog,1159799,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,1592013,0,0,boundary,bench,yes
Outdoor Objects,bird|kite|boat|dog,1592557,0,0,random,fork,no
Outdoor Objects,bird|kite|boat|dog,1593184,0,0,random,dog,yes
Outdoor Objects,bird|kite|boat|dog,2315792,0,0,boundary,bench,yes
Outdoor Objects,bird|kite|boat|dog,2315796,0,0,random,car,no
Outdoor Objects,bird|kite|boat|dog,2316043,0,0,random,car,yes
Outdoor Objects,bird|kite|boat|dog,2316125,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2316533,0,0,random,kite,yes
Outdoor Objects,bird|kite|boat|dog,2318153,0,0,random,fork,yes
Outdoor Objects,bird|kite|boat|dog,2320159,0,0,random,spoon,yes
Outdoor Objects,bird|kite|boat|dog,2320550,0,0,random,bench,yes
Outdoor Objects,bird|kite|boat|dog,2321487,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2322248,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2322535,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2322849,0,0,boundary,backpack,no
Outdoor Objects,bird|kite|boat|dog,2323085,0,0,random,kite,yes
Outdoor Objects,bird|kite|boat|dog,2323658,1,0,boundary,dog,no
Outdoor Objects,bird|kite|boat|dog,2323842,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2325332,0,0,boundary,truck,yes
Outdoor Objects,bird|kite|boat|dog,2325379,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2325700,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2326762,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2327098,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2327398,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2327535,0,0,random,cup,no
Outdoor Objects,bird|kite|boat|dog,2328476,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,2329296,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2329538,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,2330568,0,0,boundary,bus,yes
Outdoor Objects,bird|kite|boat|dog,2331220,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2332648,0,0,random,sink,no
Outdoor Objects,bird|kite|boat|dog,2333001,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2334397,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2334729,0,0,random,bus,no
Outdoor Objects,bird|kite|boat|dog,2334823,0,0,random,kite,yes
Outdoor Objects,bird|kite|boat|dog,2334934,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2335019,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,2336335,0,0,random,car,no
Outdoor Objects,bird|kite|boat|dog,2336569,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2336745,0,0,boundary,bus,no
Outdoor Objects,bird|kite|boat|dog,2338255,0,0,boundary,bench,yes
Outdoor Objects,bird|kite|boat|dog,2338452,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2339643,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2340056,0,0,random,knife,yes
Outdoor Objects,bird|kite|boat|dog,2340667,0,0,random,bicycle,no
Outdoor Objects,bird|kite|boat|dog,2341076,0,0,random,bowl,yes
Outdoor Objects,bird|kite|boat|dog,2341258,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,2342757,0,0,random,car,no
Outdoor Objects,bird|kite|boat|dog,2343133,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,2343839,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2346019,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2346929,0,0,boundary,bus,no
Outdoor Objects,bird|kite|boat|dog,2348108,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2350334,0,0,boundary,knife,yes
Outdoor Objects,bird|kite|boat|dog,2350610,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2352095,0,0,random,bus,yes
Outdoor Objects,bird|kite|boat|dog,2352709,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2352911,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2353402,0,0,random,bus,no
Outdoor Objects,bird|kite|boat|dog,2353986,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2354790,0,0,boundary,bus,yes
Outdoor Objects,bird|kite|boat|dog,2355650,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2355890,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2357470,0,0,random,dog,yes
Outdoor Objects,bird|kite|boat|dog,2357898,0,0,random,bench,no
Outdoor Objects,bird|kite|boat|dog,2358000,0,0,boundary,cell phone,yes
Outdoor Objects,bird|kite|boat|dog,2358239,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2358316,0,0,boundary,sink,yes
Outdoor Objects,bird|kite|boat|dog,2358419,0,0,random,bus,no
Outdoor Objects,bird|kite|boat|dog,2359994,0,0,random,bus,no
Outdoor Objects,bird|kite|boat|dog,2360117,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2360975,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2361029,0,0,boundary,cell phone,no
Outdoor Objects,bird|kite|boat|dog,2361524,0,0,random,boat,yes
Outdoor Objects,bird|kite|boat|dog,2362065,0,0,boundary,sink,yes
Outdoor Objects,bird|kite|boat|dog,2362762,0,0,boundary,vase,yes
Outdoor Objects,bird|kite|boat|dog,2363160,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2363995,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2364216,0,0,random,bus,yes
Outdoor Objects,bird|kite|boat|dog,2364952,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2365421,0,0,boundary,cell phone,yes
Outdoor Objects,bird|kite|boat|dog,2366442,0,0,random,bowl,yes
Outdoor Objects,bird|kite|boat|dog,2367117,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2367901,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2368073,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2368814,0,0,random,bird,no
Outdoor Objects,bird|kite|boat|dog,2368984,0,0,random,bus,no
Outdoor Objects,bird|kite|boat|dog,2369018,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2370144,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2370271,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2370802,0,0,random,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2372204,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2372245,0,0,random,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2372457,0,0,boundary,spoon,no
Outdoor Objects,bird|kite|boat|dog,2373243,0,0,random,bird,no
Outdoor Objects,bird|kite|boat|dog,2374137,0,0,random,dog,no
Outdoor Objects,bird|kite|boat|dog,2374487,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2375949,0,0,random,cup,no
Outdoor Objects,bird|kite|boat|dog,2376171,0,0,random,bicycle,no
Outdoor Objects,bird|kite|boat|dog,2376806,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2379036,0,0,random,kite,no
Outdoor Objects,bird|kite|boat|dog,2379050,0,0,boundary,dog,yes
Outdoor Objects,bird|kite|boat|dog,2379075,0,0,boundary,dog,no
Outdoor Objects,bird|kite|boat|dog,2379254,0,0,random,dog,yes
Outdoor Objects,bird|kite|boat|dog,2379377,0,0,random,bird,no
Outdoor Objects,bird|kite|boat|dog,2379431,0,0,random,bus,yes
Outdoor Objects,bird|kite|boat|dog,2380089,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2380376,0,0,random,car,no
Outdoor Objects,bird|kite|boat|dog,2380685,0,0,boundary,sink,no
Outdoor Objects,bird|kite|boat|dog,2381000,0,0,random,cup,yes
Outdoor Objects,bird|kite|boat|dog,2382264,0,0,random,dog,no
Outdoor Objects,bird|kite|boat|dog,2382828,0,0,random,dog,yes
Outdoor Objects,bird|kite|boat|dog,2383506,0,0,boundary,sink,yes
Outdoor Objects,bird|kite|boat|dog,2383707,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2384185,0,0,random,backpack,no
Outdoor Objects,bird|kite|boat|dog,2384924,0,0,boundary,truck,yes
Outdoor Objects,bird|kite|boat|dog,2385477,0,0,random,kite,no
Outdoor Objects,bird|kite|boat|dog,2385504,0,0,boundary,kite,yes
Outdoor Objects,bird|kite|boat|dog,2386347,0,0,random,bowl,yes
Outdoor Objects,bird|kite|boat|dog,2386624,0,0,random,dog,yes
Outdoor Objects,bird|kite|boat|dog,2386652,0,0,random,bird,yes
Outdoor Objects,bird|kite|boat|dog,2387068,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2387690,0,0,random,bus,yes
Outdoor Objects,bird|kite|boat|dog,2388314,0,0,boundary,bench,yes
Outdoor Objects,bird|kite|boat|dog,2388486,0,0,random,bowl,yes
Outdoor Objects,bird|kite|boat|dog,2389518,0,0,random,boat,no
Outdoor Objects,bird|kite|boat|dog,2391377,0,0,boundary,kite,no
Outdoor Objects,bird|kite|boat|dog,2391765,0,0,boundary,chair,yes
Outdoor Objects,bird|kite|boat|dog,2392094,0,0,random,truck,yes
Outdoor Objects,bird|kite|boat|dog,2392128,0,0,boundary,stop sign,yes
Outdoor Objects,bird|kite|boat|dog,2392264,0,0,boundary,stop sign,no
Outdoor Objects,bird|kite|boat|dog,2392277,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2392337,0,0,boundary,sink,yes
Outdoor Objects,bird|kite|boat|dog,2392420,0,0,boundary,vase,yes
Outdoor Objects,bird|kite|boat|dog,2392480,0,0,random,bowl,no
Outdoor Objects,bird|kite|boat|dog,2392734,0,0,random,kite,yes
